athlete_id,athlete_name,round,team_id,team_name,assistances,receivedBalls,recoveredBalls,lostBalls,yellowCards,redCards,cards,crossBalls,receivedCrossBalls,missedCrossBalls,receivedCrossBallsPercent,defenses,sucessfulTackles,unsucessfulTackles,tackles,sucessfulDribles,unsucessfulDribles,dribles,givenCorners,receivedCorners,receivedFouls,committedFouls,goodFinishes,postFinishes,badFinishes,finishes,goals,ownGoals,offsides,longPasses,sucessfulLongPasses,unsucessfulLongPasses,sucessfulPasses,unsucessfulPasses,passes,sucessfulPassesPercent,timePlayed,switchField,backPasses,nickname,substitute,substituted,win,draw,defeat
0,,1,9,Cruzeiro,5,181,3,24,3,1,4,13,3,10,23.1,3,44,23,70,3,0,3,5,1,13,21,6,0,7,13,0,0,4,2,1,1,175,29,204,85.8,976,1,3,,0,0,0,1,0
0,,1,1094,Atlético-GO,2,273,1,16,1,0,1,17,3,14,17.6,6,40,13,54,9,2,11,1,5,21,13,3,0,8,11,0,0,2,5,4,1,266,31,297,89.6,990,1,2,,0,0,0,1,0
0,,1,20,Ponte Preta,2,147,1,29,3,0,3,17,6,11,35.3,2,66,41,108,11,0,11,11,9,26,19,3,0,5,8,0,0,2,1,0,1,135,56,191,70.7,990,1,4,,0,0,0,0,1
0,,1,4,Atlético-MG,5,139,1,19,5,0,5,29,6,23,20.7,3,62,42,105,5,0,5,9,11,19,26,3,0,8,11,1,0,5,6,2,4,130,46,176,73.9,990,0,1,,0,0,1,0,0
0,,1,10,Figueirense,4,314,2,37,3,0,3,21,4,17,19,3,74,28,104,21,2,23,3,7,19,21,6,0,17,23,2,0,3,2,1,1,305,40,345,88.4,990,4,4,,0,0,1,0,0
0,,1,69,Náutico,4,148,2,19,1,1,2,9,1,8,11.1,4,61,33,96,7,0,7,7,3,21,19,5,0,6,11,1,0,0,1,0,1,146,46,192,76,985,1,1,,0,0,0,0,1
0,,1,76,Sport,2,213,3,28,2,0,2,29,6,23,20.7,2,75,38,116,6,1,7,3,9,14,19,7,0,9,16,1,0,3,2,0,2,209,43,252,82.9,990,3,4,,0,0,0,1,0
0,,1,1,Flamengo,4,202,5,31,1,0,1,16,5,11,31.3,6,69,36,110,8,2,10,9,3,19,14,3,0,6,9,1,0,0,1,0,1,197,50,247,79.8,990,2,2,,0,0,0,1,0
0,,1,30,Bahia,4,322,3,35,1,0,1,35,7,28,20,0,78,29,110,13,6,19,6,7,11,13,6,0,17,23,0,0,6,6,2,4,310,31,341,90.9,990,8,3,,0,0,0,1,0
0,,1,22,Santos,7,310,3,38,1,0,1,17,9,8,52.9,6,75,37,115,4,3,7,7,6,13,11,0,1,13,14,0,0,0,5,1,4,298,55,353,84.4,990,3,2,,0,0,0,1,0
0,,2,1,Flamengo,4,278,4,35,3,0,3,20,3,17,15,3,83,29,116,14,2,16,3,7,17,19,6,0,7,13,3,0,0,5,1,4,273,46,319,85.6,990,6,1,,0,0,0,1,0
0,,2,15,Internacional,3,338,10,37,3,0,3,23,5,18,21.7,2,84,38,132,10,1,11,7,3,19,17,6,0,11,17,3,0,1,3,2,1,331,51,382,86.6,901,4,3,,0,0,0,1,0
0,,2,11,Fluminense,4,217,1,21,1,1,2,19,6,13,31.6,4,51,14,66,7,0,7,5,3,20,20,5,0,6,11,2,0,2,0,0,0,208,35,243,85.6,941,0,2,,0,0,0,1,0
0,,2,10,Figueirense,3,242,2,23,4,0,4,23,1,22,4.3,3,62,27,91,2,2,4,3,5,20,20,5,0,6,11,2,0,4,2,0,2,237,33,270,87.8,990,1,4,,0,0,0,1,0
0,,2,22,Santos,3,383,6,36,2,0,2,26,5,21,19.2,2,72,17,95,5,3,8,0,6,19,13,3,0,7,10,0,0,7,0,0,0,378,50,428,88.3,990,4,1,,0,0,0,1,0
0,,2,76,Sport,0,196,5,29,2,0,2,6,1,5,16.7,3,60,45,110,6,2,8,6,0,13,19,2,0,3,5,0,0,1,0,0,0,191,53,244,78.3,990,2,5,,0,0,0,1,0
0,,2,24,São Paulo,2,231,3,27,2,0,2,24,3,21,12.5,4,68,31,102,17,3,20,8,7,13,10,6,1,11,18,1,0,1,0,0,0,225,47,272,82.7,990,1,3,,0,0,1,0,0
0,,2,30,Bahia,1,260,4,19,0,0,0,15,1,14,6.7,5,63,34,101,8,2,10,7,8,10,13,4,0,12,16,0,0,1,1,0,1,254,48,302,84.1,990,0,3,,0,0,0,0,1
0,,2,13,Grêmio,2,287,3,36,3,0,3,27,2,25,7.4,6,91,24,118,10,3,13,4,4,17,25,6,1,5,12,1,0,1,3,0,3,282,57,339,83.2,990,6,3,,0,0,1,0,0
0,,2,17,Palmeiras,0,292,2,52,1,0,1,14,1,13,7.1,5,100,36,138,12,6,18,4,4,25,17,6,0,4,10,0,0,0,6,1,5,290,48,338,85.8,990,0,2,,0,0,0,0,1
0,,2,4,Atlético-MG,3,142,2,36,3,1,4,23,2,21,8.7,6,86,55,143,6,3,9,2,5,17,25,3,0,8,11,1,0,3,1,1,0,138,57,195,70.8,940,3,5,,0,0,1,0,0
0,,2,6,Corinthians,5,335,8,43,3,1,4,18,4,14,22.2,2,92,50,150,8,1,9,5,2,25,17,7,0,7,14,0,0,1,1,0,1,326,69,395,82.5,984,3,4,,0,0,0,0,1
0,,2,71,Portuguesa,6,219,7,49,2,0,2,35,14,21,40,1,85,36,128,11,1,12,1,9,23,12,3,0,11,14,0,0,1,0,0,0,202,65,267,75.7,990,3,4,,0,0,0,0,1
0,,2,25,Vasco,1,189,6,46,1,0,1,16,3,13,18.8,2,87,61,154,6,2,8,9,1,12,23,2,0,4,6,1,0,1,0,0,0,184,73,257,71.6,990,4,1,,0,0,1,0,0
0,,2,7,Coritiba,6,177,3,35,2,0,2,20,5,15,25,6,75,44,122,9,0,9,5,8,14,19,5,0,12,17,2,0,5,0,0,0,173,52,225,76.9,990,0,2,,0,0,0,0,1
0,,2,5,Botafogo,2,172,4,56,5,0,5,15,4,11,26.7,3,73,42,119,9,2,11,8,5,19,14,9,0,4,13,3,0,3,1,0,1,171,49,220,77.7,990,4,0,,0,0,1,0,0
0,,2,69,Náutico,5,218,4,40,2,0,2,18,4,14,22.2,1,79,37,120,11,1,12,6,5,41,17,5,0,6,11,0,0,3,4,1,3,211,54,265,79.6,990,4,1,,0,0,0,1,0
0,,2,9,Cruzeiro,1,147,3,42,6,0,6,16,2,14,12.5,5,77,35,115,9,2,11,5,6,17,41,1,0,8,9,0,0,5,1,0,1,142,52,194,73.2,990,0,4,,0,0,0,1,0
0,,2,1094,Atlético-GO,4,252,3,32,2,0,2,13,3,10,23.1,1,50,30,83,7,0,7,2,5,19,20,2,0,6,8,1,0,1,0,0,0,249,49,298,83.6,990,0,7,,0,0,0,1,0
0,,2,20,Ponte Preta,4,203,1,26,0,0,0,14,1,13,7.1,1,67,33,101,6,0,6,5,2,20,19,2,1,14,17,1,0,6,0,0,0,200,42,242,82.6,990,0,3,,0,0,0,1,0
0,,3,5,Botafogo,5,239,3,33,3,0,3,25,6,19,24,7,82,36,121,16,3,19,5,4,23,16,8,0,11,19,2,0,3,3,1,2,232,41,273,85,990,1,2,,0,0,0,0,1
0,,3,9,Cruzeiro,6,264,4,42,4,0,4,18,5,13,27.8,6,74,22,100,12,0,12,4,5,16,23,10,1,4,15,3,0,1,1,1,0,258,52,310,83.2,990,2,3,,0,0,1,0,0
0,,3,25,Vasco,6,297,6,30,2,0,2,14,3,11,21.4,2,74,28,108,8,1,9,9,4,10,18,6,0,6,12,4,0,5,10,7,3,277,62,339,81.7,990,3,8,,0,0,1,0,0
0,,3,69,Náutico,5,274,3,33,1,0,1,22,7,15,31.8,2,66,26,95,8,3,11,4,9,18,10,4,0,9,13,2,0,5,6,3,3,259,46,305,84.9,990,4,1,,0,0,0,0,1
0,,3,22,Santos,1,217,3,36,3,0,3,24,3,21,12.5,1,89,28,120,8,2,10,5,7,25,16,1,0,7,8,1,0,1,4,2,2,213,61,274,77.7,990,2,3,,0,0,0,1,0
0,,3,11,Fluminense,1,341,3,48,1,0,1,28,7,21,25,0,98,37,138,12,4,16,7,5,16,25,2,0,5,7,1,0,2,2,0,2,332,49,381,87.1,990,1,4,,0,0,0,1,0
0,,3,6,Corinthians,4,292,5,28,0,0,0,30,8,22,26.7,1,82,36,123,11,1,12,2,2,26,16,6,0,10,16,1,0,2,3,1,2,283,55,338,83.7,990,0,3,,0,0,0,1,0
0,,3,10,Figueirense,2,168,4,44,4,1,5,9,1,8,11.1,5,78,33,115,9,0,9,2,2,16,26,2,0,3,5,1,0,1,0,0,0,173,68,241,71.8,963,0,2,,0,0,0,1,0
0,,3,15,Internacional,4,292,1,14,2,0,2,13,2,11,15.4,4,63,27,91,15,2,17,2,5,22,20,3,0,10,13,1,0,2,4,1,3,286,49,335,85.4,990,1,3,,0,0,1,0,0
0,,3,24,São Paulo,2,316,4,36,4,0,4,18,6,12,33.3,2,67,24,95,11,4,15,5,2,20,22,4,0,11,15,0,0,2,0,0,0,307,45,352,87.2,990,3,4,,0,0,0,0,1
0,,3,4,Atlético-MG,6,295,3,34,1,0,1,41,13,28,31.7,1,80,33,116,14,1,15,6,13,15,10,6,1,17,24,1,0,3,5,2,3,272,45,317,85.8,990,4,8,,0,0,0,1,0
0,,3,30,Bahia,3,151,3,39,4,0,4,13,3,10,23.1,5,64,51,118,4,1,5,14,6,10,15,2,0,5,7,1,0,1,0,0,0,148,52,200,74,990,1,2,,0,0,0,1,0
0,,3,20,Ponte Preta,5,170,1,35,4,1,5,26,6,20,23.1,3,75,33,109,4,2,6,4,12,14,26,8,0,9,17,2,0,2,0,0,0,165,55,220,75,990,0,2,,0,0,0,1,0
0,,3,1,Flamengo,4,221,1,46,4,0,4,15,5,10,33.3,6,58,44,103,5,4,9,12,4,26,14,6,0,6,12,2,0,2,2,1,1,214,42,256,83.6,990,2,1,,0,0,0,1,0
0,,3,7,Coritiba,6,239,3,46,3,0,3,25,6,19,24,3,86,38,127,16,3,19,1,5,17,26,7,0,9,16,2,0,6,2,0,2,234,50,284,82.4,990,3,1,,0,0,1,0,0
0,,3,71,Portuguesa,1,203,3,51,3,0,3,17,2,15,11.8,5,99,34,136,8,0,8,5,1,26,17,4,0,4,8,0,0,4,0,0,0,198,72,270,73.3,990,2,4,,0,0,0,0,1
0,,3,76,Sport,1,157,1,38,0,0,0,10,2,8,20,2,88,46,135,6,4,10,7,2,18,20,2,0,6,8,2,0,1,1,0,1,153,69,222,68.9,990,1,2,,0,0,1,0,0
0,,3,17,Palmeiras,5,240,3,46,1,0,1,29,7,22,24.1,0,83,27,113,9,6,15,2,7,20,18,3,0,10,13,1,0,4,9,5,4,222,50,272,81.6,990,0,6,,0,0,0,0,1
0,,3,1094,Atlético-GO,1,252,2,33,4,0,4,22,5,17,22.7,4,74,39,115,13,5,18,8,6,16,17,2,1,12,15,0,0,2,2,1,1,244,43,287,85,990,4,4,,0,0,0,0,1
0,,3,13,Grêmio,4,264,2,34,3,0,3,23,5,18,21.7,2,74,27,103,4,1,5,6,8,17,16,5,1,9,15,1,0,4,2,2,0,257,50,307,83.7,990,2,1,,0,0,1,0,0
0,,4,1,Flamengo,4,232,6,36,2,0,2,22,3,19,13.6,4,94,52,152,12,0,12,8,6,25,17,8,0,7,15,3,0,4,2,1,1,225,59,284,79.2,990,2,2,,0,0,1,0,0
0,,4,7,Coritiba,4,287,2,37,3,0,3,35,7,28,20,5,93,48,143,13,3,16,6,8,17,25,5,0,12,17,1,0,1,4,3,1,276,52,328,84.1,990,6,2,,0,0,0,0,1
0,,4,11,Fluminense,3,314,9,41,1,0,1,32,8,24,25,5,79,25,113,9,2,11,3,6,23,20,3,0,5,8,0,0,2,6,3,3,302,53,355,85.1,990,3,2,,0,0,0,1,0
0,,4,15,Internacional,1,259,2,25,2,0,2,18,1,17,5.6,3,90,36,128,11,3,14,6,3,20,23,5,0,9,14,0,0,5,6,0,6,251,59,310,81,990,1,7,,0,0,0,1,0
0,,4,17,Palmeiras,1,233,3,47,3,0,3,27,3,24,11.1,4,93,45,141,10,5,15,4,9,29,18,5,2,8,15,0,0,0,2,0,2,226,59,285,79.3,990,2,4,,0,0,0,0,1
0,,4,4,Atlético-MG,1,194,1,44,4,0,4,17,1,16,5.9,5,96,46,143,7,2,9,9,4,18,29,5,0,5,10,1,0,4,3,3,0,193,63,256,75.4,991,0,2,,0,0,1,0,0
0,,4,24,São Paulo,1,340,0,25,1,0,1,16,3,13,18.8,4,69,40,109,13,1,14,4,3,11,14,4,0,10,14,1,0,4,2,0,2,335,43,378,88.6,990,3,2,,0,0,1,0,0
0,,4,22,Santos,2,338,5,39,3,0,3,23,5,18,21.7,3,66,24,95,9,5,14,3,4,14,11,4,0,7,11,0,0,3,2,1,1,333,38,371,89.8,990,3,2,,0,0,0,0,1
0,,4,13,Grêmio,1,352,3,42,2,0,2,15,3,12,20,5,89,40,132,7,2,9,9,5,7,21,4,0,7,11,2,0,4,0,0,0,345,52,397,86.9,990,3,7,,0,0,1,0,0
0,,4,6,Corinthians,4,292,6,46,0,0,0,20,3,17,15,2,78,38,122,2,2,4,5,9,21,7,5,1,7,13,0,0,0,2,1,1,280,54,334,83.8,990,2,5,,0,0,0,0,1
0,,4,9,Cruzeiro,3,223,5,34,0,0,0,28,5,23,17.9,1,88,43,136,12,1,13,3,4,16,19,3,0,8,11,1,0,2,7,5,2,212,69,281,75.4,990,2,2,,0,0,1,0,0
0,,4,76,Sport,3,166,5,25,1,0,1,15,2,13,13.3,2,76,44,125,4,2,6,4,3,19,16,2,0,6,8,0,0,0,2,0,2,159,84,243,65.4,990,3,5,,0,0,0,0,1
0,,4,71,Portuguesa,3,160,2,27,1,0,1,23,5,18,21.7,5,79,47,128,6,1,7,5,5,26,25,6,0,10,16,2,0,3,2,0,2,154,57,211,73,990,4,2,,0,0,1,0,0
0,,4,1094,Atlético-GO,4,251,3,31,2,0,2,16,4,12,25,4,71,31,105,7,0,7,5,5,25,26,5,0,5,10,0,0,2,2,1,1,243,62,305,79.7,990,0,4,,0,0,0,0,1
0,,4,10,Figueirense,1,176,1,37,1,1,2,17,4,13,23.5,3,66,29,96,10,1,11,6,8,25,22,6,0,11,17,0,0,0,2,1,1,168,32,200,84,964,1,2,,0,0,0,1,0
0,,4,20,Ponte Preta,5,182,3,26,2,0,2,18,4,14,22.2,6,46,32,81,2,0,2,8,6,22,25,4,0,12,16,0,0,2,2,1,1,172,34,206,83.5,990,0,6,,0,0,0,1,0
0,,4,69,Náutico,4,126,1,35,1,1,2,15,5,10,33.3,7,69,37,107,10,1,11,9,2,17,25,3,0,6,9,3,0,3,2,0,2,121,47,168,72,953,3,0,,0,0,1,0,0
0,,4,5,Botafogo,5,212,3,30,1,1,2,27,9,18,33.3,0,70,23,96,13,1,14,2,9,25,17,9,0,7,16,2,0,4,0,0,0,204,50,254,80.3,978,4,7,,0,0,0,0,1
0,,4,30,Bahia,2,265,8,36,4,0,4,23,4,19,17.4,5,78,16,102,11,3,14,5,5,19,11,6,0,11,17,1,0,3,2,1,1,261,44,305,85.6,990,0,1,,0,0,0,0,1
0,,4,25,Vasco,4,204,2,32,2,0,2,15,9,6,60,5,55,31,88,5,5,10,5,5,11,19,7,1,4,12,2,0,1,1,1,0,190,42,232,81.9,990,5,4,,0,0,1,0,0
0,,5,1,Flamengo,1,221,2,26,1,0,1,25,2,23,8,1,62,24,88,4,2,6,4,9,17,6,5,0,5,10,1,0,2,0,0,0,218,48,266,82,991,2,2,,0,0,1,0,0
0,,5,22,Santos,1,122,1,28,3,0,3,11,3,8,27.3,4,60,30,91,5,0,5,9,4,6,17,1,0,4,5,0,0,5,0,0,0,114,54,168,67.9,990,1,3,,0,0,0,0,1
0,,5,11,Fluminense,5,280,0,29,2,0,2,15,3,12,20,3,78,35,113,5,3,8,5,3,14,17,7,0,6,13,4,0,2,2,0,2,271,49,320,84.7,990,3,7,,0,0,1,0,0
0,,5,71,Portuguesa,4,209,4,28,0,0,0,26,4,22,15.4,3,72,40,116,11,0,11,3,5,17,14,4,1,10,15,1,0,4,2,1,1,209,57,266,78.6,990,2,1,,0,0,0,0,1
0,,5,17,Palmeiras,7,253,2,45,3,0,3,18,2,16,11.1,3,86,45,133,8,0,8,6,5,20,15,3,0,8,11,1,0,3,3,1,2,249,51,300,83,990,2,8,,0,0,0,1,0
0,,5,25,Vasco,4,223,5,35,2,0,2,31,4,27,12.9,2,75,43,123,12,5,17,5,6,15,20,4,0,7,11,1,0,1,6,4,2,219,51,270,81.1,990,4,0,,0,0,0,1,0
0,,5,24,São Paulo,4,251,1,37,2,1,3,15,2,13,13.3,5,71,19,91,19,1,20,3,4,12,19,2,0,8,10,1,0,2,3,1,2,246,32,278,88.5,986,0,1,,0,0,1,0,0
0,,5,4,Atlético-MG,3,349,0,34,1,0,1,16,3,13,18.8,1,73,20,93,9,4,13,4,3,19,12,5,0,7,12,0,0,1,6,0,6,340,36,376,90.4,990,0,8,,0,0,0,0,1
0,,5,15,Internacional,6,375,6,54,4,0,4,20,6,14,30,5,100,35,141,16,1,17,6,1,19,19,1,0,9,10,1,0,2,1,0,1,363,53,416,87.3,990,1,7,,0,0,0,0,1
0,,5,5,Botafogo,4,281,2,59,3,0,3,22,5,17,22.7,0,99,31,132,15,6,21,1,6,19,19,7,0,6,13,2,0,0,1,0,1,273,51,324,84.3,990,3,3,,0,0,1,0,0
0,,5,9,Cruzeiro,7,177,3,36,5,0,5,26,7,19,26.9,7,90,52,145,10,5,15,10,5,25,30,5,0,9,14,1,0,2,0,0,0,167,60,227,73.6,990,3,1,,0,0,1,0,0
0,,5,10,Figueirense,3,157,2,41,1,0,1,15,6,9,40,4,80,56,138,14,4,18,5,10,30,25,8,1,9,18,0,0,1,1,0,1,156,61,217,71.9,990,2,1,,0,0,0,0,1
0,,5,20,Ponte Preta,4,119,5,35,2,0,2,17,4,13,23.5,3,91,60,156,9,3,12,5,4,21,19,3,0,9,12,1,0,5,0,0,0,114,87,201,56.7,990,1,3,,0,0,1,0,0
0,,5,6,Corinthians,4,152,5,45,2,0,2,23,5,18,21.7,2,82,42,129,3,1,4,4,5,19,21,3,0,6,9,0,0,0,2,1,1,143,66,209,68.4,990,2,3,,0,0,0,0,1
0,,5,7,Coritiba,6,159,3,16,4,0,4,14,4,10,28.6,4,46,35,84,8,0,8,5,6,29,20,5,0,7,12,3,0,2,2,0,2,152,30,182,83.5,990,2,3,,0,0,1,0,0
0,,5,1094,Atlético-GO,0,243,3,27,2,0,2,19,1,18,5.3,4,54,19,76,5,3,8,6,5,20,29,4,0,8,12,0,0,0,2,0,2,237,35,272,87.1,990,1,6,,0,0,0,0,1
0,,5,69,Náutico,1,139,2,29,0,0,0,17,2,15,11.8,3,63,32,97,10,2,12,8,4,28,20,6,0,10,16,1,0,1,3,1,2,135,42,177,76.3,990,0,1,,0,0,1,0,0
0,,5,13,Grêmio,3,156,3,19,3,1,4,17,4,13,23.5,5,61,33,97,8,0,8,4,8,20,28,3,2,11,16,0,0,2,1,0,1,152,48,200,76,980,0,0,,0,0,0,0,1
0,,5,30,Bahia,4,237,3,34,1,0,1,21,6,15,28.6,4,84,30,117,8,0,8,6,7,10,18,3,0,11,14,2,0,4,3,1,2,225,55,280,80.4,990,0,6,,0,0,1,0,0
0,,5,76,Sport,4,256,5,34,3,0,3,17,5,12,29.4,1,68,21,94,12,6,18,7,6,18,10,5,0,10,15,1,0,1,2,1,1,245,50,295,83.1,990,1,6,,0,0,0,0,1
0,,6,5,Botafogo,2,337,5,36,0,0,0,33,8,25,24.2,1,88,35,128,12,2,14,3,8,16,18,6,0,4,10,1,0,0,11,4,7,322,58,380,84.7,990,3,8,,0,0,0,0,1
0,,6,20,Ponte Preta,4,184,1,30,2,0,2,15,3,12,20,5,89,53,143,5,0,5,8,3,18,16,3,0,5,8,2,0,3,6,3,3,172,62,234,73.5,990,1,6,,0,0,1,0,0
0,,6,25,Vasco,5,381,2,38,2,0,2,38,6,32,15.8,1,105,53,160,11,5,16,2,3,18,14,3,1,11,15,1,0,1,7,5,2,369,58,427,86.4,990,5,2,,0,0,0,0,1
0,,6,9,Cruzeiro,3,203,4,48,2,0,2,12,2,10,16.7,2,105,54,163,12,5,17,3,2,14,18,5,0,3,8,3,0,1,2,1,1,200,77,277,72.2,990,2,0,,0,0,1,0,0
0,,6,22,Santos,7,228,3,23,2,0,2,27,8,19,29.6,0,64,27,94,18,3,21,4,6,30,13,9,0,6,15,2,0,1,4,3,1,211,40,251,84.1,900,0,6,,0,0,0,1,0
0,,6,7,Coritiba,2,200,1,38,5,0,5,13,3,10,23.1,7,76,30,107,11,3,14,6,4,13,30,2,1,7,10,2,0,8,2,1,1,194,57,251,77.3,990,0,1,,0,0,0,1,0
0,,6,6,Corinthians,5,212,2,39,2,0,2,33,7,26,21.2,2,93,62,157,10,2,12,10,7,18,19,10,1,5,16,2,0,2,6,4,2,197,66,263,74.9,990,3,3,,0,0,1,0,0
0,,6,17,Palmeiras,3,211,8,39,4,0,4,28,5,23,17.9,8,89,61,158,5,1,6,7,10,19,18,3,0,7,10,1,0,6,2,2,0,208,75,283,73.5,990,2,7,,0,0,0,0,1
0,,6,13,Grêmio,7,263,2,25,1,0,1,24,5,19,20.8,5,72,28,102,8,4,12,4,7,15,24,8,2,9,19,2,0,2,3,1,2,253,51,304,83.2,990,3,2,,0,0,1,0,0
0,,6,1,Flamengo,1,297,3,41,2,0,2,14,1,13,7.1,6,82,39,124,9,3,12,7,4,24,15,5,0,8,13,0,0,1,1,0,1,295,53,348,84.8,990,2,1,,0,0,0,0,1
0,,6,4,Atlético-MG,8,194,3,27,3,0,3,18,6,12,33.3,3,67,34,104,5,0,5,5,10,17,29,6,2,6,14,5,0,3,7,3,4,179,46,225,79.6,990,3,4,,0,0,1,0,0
0,,6,69,Náutico,3,188,1,27,2,0,2,21,6,15,28.6,1,65,33,99,10,3,13,10,5,29,17,4,1,7,12,1,0,4,2,1,1,185,51,236,78.4,990,4,0,,0,0,0,0,1
0,,6,71,Portuguesa,6,160,3,32,4,0,4,23,5,18,21.7,5,76,43,122,9,4,13,4,9,15,30,5,0,15,20,1,0,3,1,1,0,153,51,204,75,990,7,6,,0,0,1,0,0
0,,6,24,São Paulo,1,266,2,38,2,0,2,21,2,19,9.5,4,75,34,111,8,3,11,9,4,30,15,5,0,11,16,0,0,2,2,2,0,257,48,305,84.3,990,1,6,,0,0,0,0,1
0,,6,10,Figueirense,5,202,3,22,2,0,2,30,2,28,6.7,3,64,22,89,4,3,7,5,7,26,16,8,1,10,19,1,0,3,1,1,0,196,41,237,82.7,990,1,2,,0,0,0,1,0
0,,6,30,Bahia,1,108,3,28,2,0,2,21,3,18,14.3,5,52,32,87,7,1,8,7,5,16,26,4,0,7,11,1,0,2,3,2,1,102,32,134,76.1,990,0,1,,0,0,0,1,0
0,,6,76,Sport,3,302,4,22,2,0,2,6,2,4,33.3,4,52,18,74,2,1,3,5,1,15,17,1,0,8,9,0,0,0,0,0,0,298,53,351,84.9,990,0,3,,0,0,0,0,1
0,,6,15,Internacional,3,281,3,26,1,0,1,12,2,10,16.7,1,53,18,74,4,2,6,1,5,17,15,5,0,3,8,2,0,2,0,0,0,277,46,323,85.8,990,2,3,,0,0,1,0,0
0,,6,1094,Atlético-GO,3,214,2,25,1,1,2,15,4,11,26.7,2,38,10,50,8,1,9,2,7,12,15,2,1,10,13,1,0,3,0,0,0,206,25,231,89.2,988,0,2,,0,0,0,0,1
0,,6,11,Fluminense,6,198,2,17,1,0,1,16,7,9,43.8,1,46,15,63,9,1,10,7,2,15,12,5,0,5,10,4,0,1,3,2,1,188,36,224,83.9,990,2,1,,0,0,1,0,0
0,,7,1,Flamengo,3,197,2,20,0,0,0,11,4,7,36.4,6,58,23,83,7,3,10,5,1,22,21,6,0,7,13,3,0,0,0,0,0,190,38,228,83.3,990,0,6,,0,0,1,0,0
0,,7,1094,Atlético-GO,5,219,0,23,2,0,2,12,3,9,25,3,57,19,76,8,1,9,1,5,21,22,8,0,8,16,2,0,3,3,2,1,212,53,265,80,990,0,2,,0,0,0,0,1
0,,7,25,Vasco,2,335,1,42,1,0,1,18,4,14,22.2,2,80,30,111,11,3,14,6,2,24,25,4,0,3,7,3,0,2,9,4,5,323,50,373,86.6,990,2,3,,0,0,1,0,0
0,,7,20,Ponte Preta,4,236,2,34,2,0,2,22,5,17,22.7,1,82,35,119,8,1,9,2,6,25,24,4,1,8,13,2,0,4,12,4,8,221,39,260,85,990,3,6,,0,0,0,0,1
0,,7,17,Palmeiras,4,261,5,45,0,0,0,20,2,18,10,1,72,29,106,8,3,11,3,9,22,12,5,0,7,12,3,0,0,2,1,1,256,56,312,82.1,990,0,2,,0,0,1,0,0
0,,7,10,Figueirense,2,142,0,37,3,0,3,12,4,8,33.3,2,62,35,97,11,0,11,9,3,12,22,2,0,5,7,1,0,7,0,0,0,135,48,183,73.8,990,0,2,,0,0,0,0,1
